Year Built,Square Footage,Bedrooms,Bathrooms,Stories,List Price,Sold Price,List Date,Sold Date,Postal Code,City,State,Property Type,Tags,County
2008.0,1742.0,2.0,2.0,1.0,549900.0,520000.0,2023-05-12T12:45:02Z,2023-06-23,30339,Atlanta,GA,condos,"central_air, central_heat, community_clubhouse, community_gym, community_outdoor_space, community_security_features, corner_lot, den_or_office, dishwasher, fireplace, laundry_room, recreation_facilities, community_swimming_pool, single_story, high_ceiling, floor_plan, water_view",Cobb
1971.0,525.0,1.0,1.0,1.0,167500.0,163500.0,2023-04-16T03:24:07Z,2023-06-23,30318,Atlanta,GA,condos,"central_air, community_clubhouse, community_gym, community_security_features, community_tennis_court, dishwasher, laundry_room, recreation_facilities, washer_dryer, community_swimming_pool, single_story, front_porch, rental_property, gated_community, clubhouse, park, volleyball, security, shopping",Fulton
2006.0,1372.0,3.0,3.0,2.0,190000.0,198000.0,2022-10-18T21:18:54Z,2023-06-23,30349,Atlanta,GA,condos,"central_heat, community_outdoor_space, community_security_features, dishwasher, energy_efficient, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, two_or_more_stories, rental_property, gated_community, security",Fulton
1945.0,980.0,2.0,1.0,1.0,230000.0,215000.0,2023-06-09T19:52:42Z,2023-06-23,30318,Atlanta,GA,single_family,"community_outdoor_space, fireplace, hardwood_floors, laundry_room, single_story, fixer_upper",Fulton
2007.0,1070.0,2.0,2.0,1.0,269000.0,269000.0,2022-11-09T19:21:56Z,2023-06-23,30303,Atlanta,GA,condos,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, community_tennis_court, dishwasher, hardwood_floors, laundry_room, recreation_facilities, tennis_court, view, washer_dryer, community_swimming_pool, single_story, garage_1_or_more, modern_kitchen, open_kitchen, views",Fulton
1998.0,1908.0,3.0,3.0,2.0,605000.0,640000.0,2023-06-07T20:03:38Z,2023-06-23,30312,Atlanta,GA,single_family,"central_air, central_heat, community_outdoor_space, corner_lot, dishwasher, fireplace, laundry_room, two_or_more_stories, garage_1_or_more, front_porch, ensuite, shopping",Fulton
1967.0,1062.0,2.0,2.0,1.0,250000.0,255000.0,2023-05-30T15:10:48Z,2023-06-23,30305,Atlanta,GA,condos,"city_view, community_gym, community_security_features, corner_lot, dishwasher, forced_air, hardwood_floors, laundry_room, recreation_facilities, view, community_swimming_pool, single_story, garage_1_or_more, garage_2_or_more, updated_kitchen, big_lot, pond, park, hoa, shopping",Fulton
2017.0,,3.0,4.0,3.0,850000.0,850000.0,2023-05-08T19:07:42Z,2023-06-23,30312,Atlanta,GA,townhomes,"central_air, central_heat, city_view, community_security_features, dishwasher, energy_efficient, family_room, fireplace, hardwood_floors, laundry_room, recreation_facilities, view, community_swimming_pool, swimming_pool, two_or_more_stories, garage_1_or_more, high_ceiling, coffer_ceiling, ensuite",Fulton
1952.0,1128.0,3.0,1.0,1.0,159900.0,145000.0,2023-04-27T02:11:17Z,2023-06-23,30344,Atlanta,GA,single_family,"carport, community_security_features, cul_de_sac, laundry_room, single_story, farm, ranch, fixer_upper",Fulton
2020.0,3428.0,4.0,4.0,2.0,769000.0,710000.0,2023-05-05T01:24:27Z,2023-06-23,30314,Atlanta,GA,single_family,"central_air, central_heat, city_view, community_outdoor_space, dishwasher, fireplace, game_room, hardwood_floors, laundry_room, recreation_facilities, view, basement, two_or_more_stories, garage_1_or_more, high_ceiling, rental_property, park, trails, shopping",Fulton
2003.0,2800.0,3.0,3.0,2.0,1275000.0,1325000.0,2023-06-08T02:19:13Z,2023-06-23,30312,Atlanta,GA,single_family,"carport, central_air, city_view, community_outdoor_space, community_security_features, den_or_office, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, view, two_or_more_stories, garage_1_or_more, swimming_pool, coffer_ceiling, jack_and_jill_bathroom, front_porch, rental_property, ensuite, groundscare",Fulton
2008.0,2980.0,3.0,4.0,3.0,800000.0,790000.0,2023-05-10T17:12:31Z,2023-06-23,30339,Atlanta,GA,townhomes,"central_air, central_heat, community_outdoor_space, community_security_features, den_or_office, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, community_swimming_pool, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, coffer_ceiling, low_hoa, elevator, hoa, groundscare",Cobb
1948.0,1032.0,3.0,2.0,1.0,254000.0,260000.0,2023-05-01T21:17:35Z,2023-06-23,30316,Atlanta,GA,single_family,"community_outdoor_space, single_story, park",DeKalb
1981.0,1500.0,3.0,2.0,1.0,369900.0,355000.0,2023-05-15T20:11:09Z,2023-06-22,30328,Atlanta,GA,condos,"central_air, family_room, hardwood_floors, laundry_room, tennis_court, single_story, modern_kitchen, white_kitchen, master_suite, shopping",Fulton
1935.0,2432.0,5.0,3.0,2.0,699000.0,685000.0,2023-03-09T18:13:01Z,2023-06-22,30307,Atlanta,GA,single_family,"central_air, community_outdoor_space, community_security_features, den_or_office, dishwasher, energy_efficient, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, two_or_more_stories, basement, modern_kitchen, large_kitchen, high_ceiling, vaulted_ceiling, floor_plan, ensuite",Fulton
1965.0,4220.0,5.0,3.0,1.0,785000.0,725000.0,2023-05-16T15:24:38Z,2023-06-22,30345,Atlanta,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, community_tennis_court, den_or_office, dishwasher, energy_efficient, family_room, fireplace, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, community_swimming_pool, basement, single_story, garage_1_or_more, updated_kitchen, vaulted_ceiling, front_porch, efficient, farm, ranch, new_roof, tennis, trails",DeKalb
1964.0,1956.0,4.0,3.0,1.0,559900.0,549000.0,2023-05-06T06:07:59Z,2023-06-22,30340,Atlanta,GA,single_family,"central_air, community_outdoor_space, community_security_features, dishwasher, family_room, fireplace, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, community_swimming_pool, basement, single_story, garage_1_or_more, fenced_yard, media_room, farm, ranch, volleyball",DeKalb
2006.0,1508.0,2.0,3.0,1.0,750000.0,745000.0,2023-05-25T17:18:07Z,2023-06-22,30309,Atlanta,GA,condos,"central_air, community_clubhouse, community_gym, community_outdoor_space, community_security_features, den_or_office, dishwasher, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, single_story, garage_1_or_more, garage_2_or_more, shopping",Fulton
1972.0,2400.0,2.0,3.0,2.0,550000.0,570000.0,2023-06-05T07:43:52Z,2023-06-22,30327,Atlanta,GA,townhomes,"central_air, central_heat, city_view, community_clubhouse, community_outdoor_space, community_security_features, den_or_office, dishwasher, fireplace, hardwood_floors, laundry_room, recreation_facilities, tennis_court, view, community_swimming_pool, two_or_more_stories, garage_1_or_more, garage_2_or_more, granite_kitchen, ensuite, trails, groundscare, shopping",Fulton
1965.0,1147.0,2.0,2.0,1.0,260000.0,260000.0,2023-06-07T16:08:05Z,2023-06-22,30329,Atlanta,GA,condos,"central_air, community_outdoor_space, community_security_features, community_tennis_court, dishwasher, family_room, laundry_room, recreation_facilities, tennis_court, washer_dryer, community_swimming_pool, single_story, floor_plan, rental_property",DeKalb
1945.0,1601.0,3.0,2.0,1.0,292500.0,292000.0,2022-10-11T23:10:55Z,2023-06-22,30311,Atlanta,GA,single_family,"central_air, community_outdoor_space, corner_lot, fireplace, hardwood_floors, laundry_room, basement, single_story, garage_1_or_more, master_suite, big_lot, trails, shopping",Fulton
2006.0,3300.0,5.0,3.0,2.0,360000.0,365000.0,2023-04-16T01:10:45Z,2023-06-22,30354,Atlanta,GA,single_family,"central_air, central_heat, city_view, community_outdoor_space, community_security_features, cul_de_sac, dining_room, dishwasher, family_room, fireplace, laundry_room, view, two_or_more_stories, garage_1_or_more, garage_2_or_more, granite_kitchen",Fulton
2007.0,724.0,1.0,1.0,1.0,365000.0,363500.0,2023-06-08T14:12:45Z,2023-06-22,30307,Atlanta,GA,condos,"central_air, central_heat, city_view, community_gym, corner_lot, dishwasher, family_room, hardwood_floors, laundry_room, recreation_facilities, view, washer_dryer, community_swimming_pool, single_story, garage_1_or_more, high_ceiling",Fulton
2005.0,1008.0,2.0,2.0,1.0,260000.0,270000.0,2023-06-07T17:39:27Z,2023-06-22,30319,Atlanta,GA,condos,"central_air, community_clubhouse, community_gym, dishwasher, forced_air, laundry_room, recreation_facilities, community_swimming_pool, single_story, floor_plan, theater_room, medicalcare, shopping",DeKalb
1981.0,1196.0,2.0,2.0,1.0,229900.0,243000.0,2023-06-01T19:26:06Z,2023-06-22,30340,Atlanta,GA,condos,"central_air, central_heat, community_outdoor_space, den_or_office, dishwasher, family_room, fireplace, forced_air, laundry_room, recreation_facilities, tennis_court, community_swimming_pool, swimming_pool, single_story, granite_kitchen, updated_kitchen, floor_plan, maintenance, shopping",DeKalb
1920.0,,,0.0,1.0,795000.0,795000.0,2023-05-15T19:18:56Z,2023-06-22,30306,Atlanta,GA,multi_family,"central_air, city_view, forced_air, recreation_facilities, view, single_story, private_backyard, fenced_yard, private_parking, front_porch, rental_property, shopping",Fulton
2006.0,774.0,1.0,1.0,1.0,339900.0,325000.0,2023-04-14T20:11:34Z,2023-06-22,30309,Atlanta,GA,condos,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, recreation_facilities, view, washer_dryer, community_swimming_pool, single_story, garage_1_or_more, elevator, clubhouse",Fulton
1960.0,1072.0,1.0,1.0,2.0,260000.0,260000.0,2023-02-24T17:56:50Z,2023-06-22,30306,Atlanta,GA,condos,"central_air, central_heat, city_view, community_security_features, dishwasher, forced_air, hardwood_floors, laundry_room, view, washer_dryer, two_or_more_stories, modern_kitchen, large_kitchen, shopping",Fulton
2004.0,1792.0,3.0,3.0,2.0,298000.0,295000.0,2023-05-25T21:22:12Z,2023-06-22,30315,Atlanta,GA,single_family,"central_air, central_heat, community_outdoor_space, laundry_room, two_or_more_stories, garage_1_or_more, garage_2_or_more, modern_kitchen, open_kitchen, front_porch",Fulton
1920.0,1300.0,2.0,2.0,1.0,435000.0,455000.0,2023-05-11T17:14:19Z,2023-06-22,30309,Atlanta,GA,condos,"central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, fireplace, hardwood_floors, laundry_room, recreation_facilities, view, washer_dryer, single_story, granite_kitchen, high_ceiling, new_roof, hoa, groundscare, maintenance",Fulton
2004.0,3266.0,5.0,3.0,2.0,330000.0,336000.0,2022-10-21T14:56:05Z,2023-06-22,30349,Atlanta,GA,single_family,"central_air, community_security_features, fireplace, laundry_room, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more",Fulton
1996.0,1402.0,3.0,2.0,1.0,364900.0,365000.0,2023-05-12T23:11:07Z,2023-06-22,30319,Atlanta,GA,condos,"central_air, community_clubhouse, community_gym, community_outdoor_space, community_security_features, corner_lot, dishwasher, hardwood_floors, laundry_room, recreation_facilities, tennis_court, washer_dryer, community_swimming_pool, swimming_pool, single_story, garage_1_or_more, high_ceiling, theater_room, park, shopping",Fulton
2003.0,3233.0,4.0,3.0,2.0,410000.0,425000.0,2023-03-17T20:32:54Z,2023-06-22,30349,Atlanta,GA,single_family,"central_air, central_heat, dishwasher, fireplace, hardwood_floors, two_or_more_stories, garage_1_or_more, garage_2_or_more, community_swimming_pool, basketball_court, master_bedroom, open_floor_plan, floor_plan, tennis_court, new_roof, playground, tennis, basketball",Fulton
1964.0,2300.0,4.0,3.0,1.0,225000.0,178000.0,2023-03-31T16:06:22Z,2023-06-22,30331,Atlanta,GA,single_family,"carport, central_air, central_heat, corner_lot, den_or_office, laundry_room, basement, single_story, beautiful_backyard, no_hoa, farm, ranch, shopping, fixer_upper",Fulton
1966.0,1356.0,3.0,2.0,1.0,425000.0,420000.0,2023-05-18T23:06:41Z,2023-06-22,30316,Atlanta,GA,single_family,"central_air, central_heat, community_outdoor_space, dishwasher, hardwood_floors, laundry_room, single_story, garage_1_or_more, fenced_yard, open_floor_plan, floor_plan, farm, ranch, shopping",DeKalb
2005.0,1828.0,3.0,2.0,1.0,400000.0,430000.0,2023-05-18T15:01:10Z,2023-06-22,30339,Atlanta,GA,condos,"central_air, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, single_story, community_swimming_pool, garage_1_or_more, granite_kitchen, master_bathroom, master_bedroom, open_floor_plan, floor_plan, guest_parking, gated_community, clubhouse, trails, security, shopping",Cobb
1955.0,,3.0,3.0,1.0,579000.0,590000.0,2023-05-23T18:32:31Z,2023-06-22,30329,Atlanta,GA,single_family,"central_air, central_heat, corner_lot, den_or_office, dishwasher, fireplace, hardwood_floors, laundry_room, single_story, garage_1_or_more, updated_kitchen, vaulted_ceiling, open_floor_plan, floor_plan",DeKalb
2010.0,1659.0,2.0,2.0,1.0,1045000.0,975000.0,2023-01-15T23:11:47Z,2023-06-22,30326,Atlanta,GA,condos,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, community_spa_or_hot_tub, dishwasher, energy_efficient, hardwood_floors, laundry_room, recreation_facilities, view, community_swimming_pool, single_story, garage_1_or_more, garage_2_or_more, guest_parking, clubhouse, shopping",Fulton
1969.0,1458.0,3.0,3.0,2.0,219900.0,245000.0,2023-04-27T16:12:10Z,2023-06-22,30341,Atlanta,GA,townhomes,"central_air, central_heat, community_clubhouse, community_gym, community_outdoor_space, community_security_features, community_tennis_court, dishwasher, energy_efficient, laundry_room, recreation_facilities, tennis_court, community_swimming_pool, two_or_more_stories, park, shopping",DeKalb
1950.0,3207.0,4.0,4.0,1.0,399990.0,415000.0,2023-04-28T04:22:34Z,2023-06-22,30314,Atlanta,GA,single_family,"central_air, city_view, community_outdoor_space, dishwasher, family_room, laundry_room, recreation_facilities, view, single_story, garage_1_or_more, modern_kitchen, large_kitchen, open_floor_plan, floor_plan, big_lot, shopping",Fulton
1995.0,1782.0,3.0,3.0,1.0,329000.0,332000.0,2023-05-30T20:08:59Z,2023-06-22,30315,Atlanta,GA,single_family,"carport, central_air, central_heat, community_outdoor_space, dishwasher, family_room, fireplace, forced_air, laundry_room, recreation_facilities, washer_dryer, single_story, fenced_yard, two_master_suites, master_suite",Fulton
1990.0,1106.0,2.0,2.0,1.0,285000.0,287000.0,2023-05-03T17:18:37Z,2023-06-22,30328,Sandy Springs,GA,condos,"central_air, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, recreation_facilities, view, community_swimming_pool, single_story, granite_kitchen, open_floor_plan, floor_plan, ensuite, park",Fulton
1970.0,812.0,1.0,1.0,1.0,198000.0,206500.0,2023-05-10T02:44:28Z,2023-06-22,30327,Atlanta,GA,condos,"central_heat, community_clubhouse, community_gym, community_security_features, community_tennis_court, dishwasher, laundry_room, recreation_facilities, tennis_court, washer_dryer, community_swimming_pool, single_story, master_bedroom, open_floor_plan, floor_plan, rental_property, big_lot, new_roof, golf_course, tennis",Fulton
1984.0,1825.0,2.0,3.0,2.0,500000.0,522000.0,2023-06-02T14:19:47Z,2023-06-21,30324,Atlanta,GA,townhomes,"central_air, central_heat, community_outdoor_space, community_security_features, corner_lot, dining_room, dishwasher, energy_efficient, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, two_or_more_stories, garage_1_or_more, garage_2_or_more, fenced_yard, ensuite, park, maintenance, medicalcare, shopping",Fulton
1937.0,9553.0,5.0,8.0,3.0,4750000.0,4750000.0,2023-04-28T10:15:47Z,2023-06-21,30327,Atlanta,GA,single_family,"central_air, community_outdoor_space, community_security_features, corner_lot, den_or_office, dishwasher, family_room, fireplace, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, swimming_pool, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, garage_3_or_more, waterfront, updated_kitchen, wine_cellar, big_lot, ensuite, views, groundscare",Fulton
1973.0,1452.0,3.0,3.0,2.0,340000.0,340000.0,2023-06-01T13:15:12Z,2023-06-21,30339,Atlanta,GA,townhomes,"central_air, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, river_view, view, washer_dryer, water_view, community_swimming_pool, two_or_more_stories, granite_kitchen, basketball_court, private_bathroom, gated_community, park, tennis, basketball, groundscare, security, shopping",Cobb
1984.0,1818.0,2.0,3.0,3.0,735000.0,725000.0,2022-09-15T17:06:46Z,2023-06-21,30306,Atlanta,GA,townhomes,"central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, energy_efficient, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, view, washer_dryer, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, efficient, hoa, shopping",Fulton
1960.0,1537.0,3.0,3.0,2.0,410000.0,410000.0,2023-05-25T14:11:09Z,2023-06-21,30344,Atlanta,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, forced_air, laundry_room, two_or_more_stories",Fulton
1924.0,2558.0,5.0,4.0,2.0,685000.0,650000.0,2023-03-07T17:17:24Z,2023-06-21,30306,Atlanta,GA,single_family,"community_outdoor_space, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, garage_3_or_more, private_backyard, guest_house, floor_plan, rental_property, park, medicalcare, shopping",DeKalb
1972.0,1344.0,4.0,2.0,2.0,110000.0,78000.0,2023-05-03T14:58:35Z,2023-06-21,30316,Atlanta,GA,condos,"carport, community_outdoor_space, dishwasher, forced_air, laundry_room, two_or_more_stories, fenced_yard, rental_property",DeKalb
1967.0,1062.0,2.0,2.0,1.0,250000.0,250000.0,2023-05-12T20:20:00Z,2023-06-21,30305,Atlanta,GA,condos,"city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, corner_lot, dishwasher, forced_air, hardwood_floors, laundry_room, recreation_facilities, tennis_court, view, washer_dryer, single_story, garage_1_or_more, garage_2_or_more, community_swimming_pool, big_lot, pond, park",Fulton
1990.0,1152.0,3.0,2.0,1.0,374900.0,390000.0,2023-05-23T18:12:01Z,2023-06-21,30318,Atlanta,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, den_or_office, dishwasher, family_room, hardwood_floors, laundry_room, washer_dryer, single_story, garage_1_or_more, fenced_yard, golf_course",Fulton
2007.0,1832.0,2.0,3.0,3.0,559000.0,555000.0,2023-05-17T07:16:49Z,2023-06-21,30318,Atlanta,GA,townhomes,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, den_or_office, dishwasher, hardwood_floors, laundry_room, recreation_facilities, view, washer_dryer, community_swimming_pool, two_or_more_stories, garage_1_or_more, garage_2_or_more, fenced_yard, big_lot, clubhouse, park, golf_course, trails",Fulton
1932.0,3398.0,5.0,3.0,2.0,1550000.0,1600000.0,2023-05-18T18:18:51Z,2023-06-21,30306,Atlanta,GA,single_family,"central_air, city_view, community_outdoor_space, community_tennis_court, den_or_office, dishwasher, energy_efficient, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, view, washer_dryer, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more",Fulton
1980.0,1335.0,2.0,2.0,2.0,269900.0,269900.0,2023-05-19T01:02:09Z,2023-06-21,30350,Atlanta,GA,condos,"central_air, community_clubhouse, community_outdoor_space, community_security_features, den_or_office, dining_room, dishwasher, energy_efficient, fireplace, forced_air, laundry_room, recreation_facilities, washer_dryer, two_or_more_stories, vaulted_ceiling, open_floor_plan, floor_plan, trails, shopping",Fulton
1987.0,,,,2.0,320000.0,341000.0,2023-05-05T03:33:03Z,2023-06-21,30349,Atlanta,GA,multi_family,"central_air, hardwood_floors, recreation_facilities, two_or_more_stories, garage_1_or_more, front_porch, rental_property",Clayton
2006.0,1590.0,3.0,3.0,2.0,325000.0,322000.0,2023-03-31T20:06:55Z,2023-06-21,30310,Atlanta,GA,single_family,"central_air, community_outdoor_space, community_security_features, dining_room, dishwasher, energy_efficient, hardwood_floors, laundry_room, recreation_facilities, two_or_more_stories, fenced_yard, front_porch, ensuite, new_roof, trails",Fulton
1960.0,2400.0,4.0,4.0,1.0,499000.0,499000.0,2023-05-17T21:01:08Z,2023-06-21,30311,Atlanta,GA,single_family,"central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, family_room, fireplace, hardwood_floors, laundry_room, view, single_story, garage_1_or_more, garage_2_or_more, floor_plan, efficient, ensuite, farm, ranch",Fulton
1924.0,507.0,1.0,1.0,1.0,239900.0,239900.0,2023-05-05T08:31:36Z,2023-06-21,30309,Atlanta,GA,condos,"carport, central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, single_story, rental_property, park",Fulton
1982.0,1320.0,2.0,3.0,2.0,440000.0,430000.0,2023-04-27T19:52:02Z,2023-06-21,30306,Atlanta,GA,townhomes,"central_air, community_outdoor_space, community_security_features, dishwasher, fireplace, hardwood_floors, laundry_room, recreation_facilities, two_or_more_stories, modern_kitchen, open_kitchen, master_bathroom, trails, hoa, groundscare, maintenance",Fulton
1982.0,859.0,1.0,1.0,1.0,200000.0,210000.0,2023-05-10T02:44:28Z,2023-06-21,30324,Atlanta,GA,condos,"central_air, community_gym, community_security_features, community_tennis_court, dishwasher, forced_air, laundry_room, recreation_facilities, tennis_court, community_swimming_pool, swimming_pool, single_story, tennis",Fulton
1964.0,1968.0,4.0,3.0,2.0,390000.0,390000.0,2023-04-21T15:12:34Z,2023-06-21,30316,Atlanta,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, corner_lot, dishwasher, family_room, laundry_room, two_or_more_stories, garage_1_or_more, garage_2_or_more, golf_course",DeKalb
1967.0,957.0,2.0,1.0,1.0,185000.0,185000.0,2023-03-13T22:05:42Z,2023-06-21,30340,Atlanta,GA,condos,"central_air, central_heat, community_outdoor_space, community_security_features, den_or_office, laundry_room, recreation_facilities, single_story, master_bedroom, rental_property",DeKalb
2020.0,1880.0,3.0,3.0,2.0,289000.0,289000.0,2023-04-20T13:39:49Z,2023-06-21,30349,Atlanta,GA,townhomes,"central_air, central_heat, community_clubhouse, community_outdoor_space, community_security_features, laundry_room, recreation_facilities, washer_dryer, community_swimming_pool, two_or_more_stories, garage_1_or_more, granite_kitchen",Fulton
2019.0,2612.0,4.0,2.0,2.0,425000.0,428000.0,2023-05-18T06:12:49Z,2023-06-21,30349,Atlanta,GA,single_family,"central_air, central_heat, city_view, community_clubhouse, community_outdoor_space, community_security_features, cul_de_sac, dishwasher, family_room, fireplace, hardwood_floors, laundry_room, recreation_facilities, view, two_or_more_stories, garage_1_or_more, garage_2_or_more, kitchen_island, gourmet_kitchen, high_ceiling, coffer_ceiling, open_floor_plan, floor_plan",Fulton
1955.0,1528.0,3.0,2.0,1.0,309995.0,309995.0,2023-03-24T16:18:51Z,2023-06-21,30315,Atlanta,GA,single_family,"carport, central_air, community_outdoor_space, community_security_features, den_or_office, family_room, forced_air, hardwood_floors, laundry_room, recreation_facilities, basement, single_story, big_yard, media_room",Fulton
1967.0,2162.0,4.0,2.0,1.0,394900.0,405000.0,2023-05-26T07:14:50Z,2023-06-21,30311,Atlanta,GA,single_family,"central_air, central_heat, community_outdoor_space, corner_lot, dishwasher, laundry_room, recreation_facilities, basement, single_story, garage_1_or_more, garage_2_or_more, modern_kitchen, large_kitchen, big_yard, park, shopping",Fulton
1920.0,,4.0,2.0,1.0,360000.0,360000.0,2023-04-29T03:35:46Z,2023-06-21,30318,Atlanta,GA,single_family,"central_air, central_heat, city_view, dishwasher, family_room, laundry_room, recreation_facilities, view, single_story, front_porch, big_lot",Fulton
1940.0,2246.0,4.0,2.0,2.0,440000.0,450000.0,2023-05-30T14:22:30Z,2023-06-21,30344,East Point,GA,single_family,"central_air, central_heat, community_gym, community_outdoor_space, community_tennis_court, dining_room, dishwasher, fireplace, hardwood_floors, laundry_room, recreation_facilities, two_or_more_stories, open_floor_plan, floor_plan, ensuite",Fulton
1996.0,1040.0,3.0,1.0,1.0,330000.0,240000.0,2023-04-13T01:15:11Z,2023-06-21,30315,Atlanta,GA,single_family,"central_air, central_heat, city_view, community_outdoor_space, dining_room, dishwasher, family_room, hardwood_floors, laundry_room, recreation_facilities, view, single_story, big_yard, front_porch, rental_property, park",Fulton
1930.0,695.0,2.0,1.0,1.0,112900.0,105000.0,2023-04-11T00:59:02Z,2023-06-20,30311,Atlanta,GA,single_family,"community_outdoor_space, laundry_room, single_story, fixer_upper",Fulton
1998.0,1116.0,2.0,2.0,2.0,186900.0,192900.0,2023-04-28T20:06:19Z,2023-06-20,30345,Atlanta,GA,condos,"central_air, central_heat, community_security_features, dining_room, dishwasher, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, two_or_more_stories, rental_property, investment_opportunity",DeKalb
1997.0,4650.0,5.0,5.0,3.0,995000.0,985000.0,2023-04-13T07:44:25Z,2023-06-20,30342,Atlanta,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, community_tennis_court, corner_lot, dishwasher, fireplace, hardwood_floors, laundry_room, recreation_facilities, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, gourmet_kitchen, high_ceiling, jack_and_jill_bathroom, media_room, tennis_court, big_lot, ensuite, new_roof, tennis, trails",Fulton
1920.0,1941.0,4.0,2.0,1.0,299900.0,290000.0,2023-04-21T15:12:34Z,2023-06-20,30310,Atlanta,GA,single_family,"community_outdoor_space, family_room, fireplace, forced_air, hardwood_floors, laundry_room, single_story, fixer_upper",Fulton
1987.0,1050.0,3.0,3.0,3.0,469000.0,475000.0,2023-05-25T20:16:47Z,2023-06-20,30306,Atlanta,GA,townhomes,"central_air, community_outdoor_space, community_security_features, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, basement, two_or_more_stories, modern_kitchen, open_kitchen, trails, shopping",Fulton
1968.0,1205.0,2.0,2.0,1.0,185900.0,185900.0,2023-05-19T21:22:34Z,2023-06-20,30341,Atlanta,GA,condos,"central_air, city_view, community_outdoor_space, community_security_features, dishwasher, energy_efficient, forced_air, hardwood_floors, laundry_room, recreation_facilities, tennis_court, view, community_swimming_pool, single_story, updated_kitchen, views, shopping",DeKalb
1980.0,2170.0,3.0,3.0,3.0,425000.0,415000.0,2023-05-02T14:21:50Z,2023-06-20,30318,Atlanta,GA,townhomes,"central_air, central_heat, city_view, community_outdoor_space, community_security_features, corner_lot, dishwasher, energy_efficient, fireplace, hardwood_floors, laundry_room, recreation_facilities, view, community_swimming_pool, basement, two_or_more_stories, ensuite",Fulton
2007.0,1364.0,1.0,2.0,1.0,479000.0,455000.0,2023-04-11T18:02:05Z,2023-06-20,30305,Atlanta,GA,condos,"city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, community_spa_or_hot_tub, community_tennis_court, dishwasher, hardwood_floors, laundry_room, recreation_facilities, tennis_court, view, washer_dryer, community_swimming_pool, swimming_pool, single_story, open_floor_plan, floor_plan, clubhouse, tennis",Fulton
2005.0,1638.0,3.0,4.0,3.0,390000.0,390000.0,2023-05-10T07:10:07Z,2023-06-20,30318,Atlanta,GA,townhomes,"central_air, central_heat, community_outdoor_space, dishwasher, hardwood_floors, laundry_room, recreation_facilities, tennis_court, community_swimming_pool, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, updated_kitchen, modern_kitchen, white_kitchen, ensuite, shopping",Fulton
