,Year Built,Square Footage,lot sqft,Bedrooms,Bathrooms,Stories,List Price,Sold Price,List Date,Sold Date,Postal Code,City,lon,lat,State,Property Type,Tags,County
514,1966.0,2203.0,26136.0,3.0,3.0,2.0,549900.0,553000.0,2023-07-06T16:53:12Z,2023-08-02,30340,Atlanta,-84.229615,33.873226,GA,single_family,"carport, central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, energy_efficient, fireplace, forced_air, hardwood_floors, laundry_room, basement, two_or_more_stories, private_backyard, jack_and_jill_bathroom, ensuite, farm, ranch",
515,2008.0,2700.0,6926.0,5.0,3.0,2.0,355000.0,350000.0,2023-05-30T19:11:46Z,2023-08-02,30349,Atlanta,-84.480295,33.587729,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, corner_lot, dishwasher, fireplace, laundry_room, two_or_more_stories, garage_1_or_more, private_backyard, open_floor_plan, floor_plan, ensuite",
516,1985.0,489.0,488.0,1.0,1.0,1.0,110000.0,110000.0,2023-07-19T19:22:37Z,2023-08-02,30328,Atlanta,-84.376937,33.925684,GA,condos,"central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, family_room, hardwood_floors, laundry_room, recreation_facilities, senior_community, tennis_court, community_swimming_pool, single_story, guest_parking, elevator, maintenance, medicalcare, shopping",
517,1979.0,1320.0,1320.0,2.0,3.0,2.0,399000.0,405000.0,2023-06-22T19:46:31Z,2023-08-01,30318,Atlanta,-84.441523,33.823686,GA,townhomes,"central_air, central_heat, city_view, community_gym, community_outdoor_space, community_security_features, community_tennis_court, dishwasher, family_room, laundry_room, recreation_facilities, tennis_court, view, washer_dryer, community_swimming_pool, two_or_more_stories, updated_kitchen, golf_course, shopping",
518,1985.0,831.0,828.0,1.0,1.0,2.0,199000.0,199900.0,2023-06-15T18:15:52Z,2023-08-01,30324,Atlanta,,,GA,condos,"central_air, central_heat, community_clubhouse, community_gym, community_security_features, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, tennis_court, washer_dryer, community_swimming_pool, two_or_more_stories, open_floor_plan, floor_plan, master_suite",
519,2006.0,770.0,1307.0,1.0,1.0,1.0,308000.0,305000.0,2023-06-29T14:38:31Z,2023-08-01,30339,Atlanta,-84.456681,33.903532,GA,condos,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, recreation_facilities, tennis_court, view, washer_dryer, community_swimming_pool, single_story, garage_1_or_more, waterfront, high_ceiling, solar_system, efficient",
520,2004.0,1890.0,828.0,3.0,3.0,3.0,409000.0,415000.0,2023-06-23T03:44:49Z,2023-08-01,30339,Atlanta,-84.450125,33.8888,GA,townhomes,"central_air, central_heat, city_view, community_gym, community_outdoor_space, community_security_features, dishwasher, fireplace, hardwood_floors, laundry_room, recreation_facilities, view, washer_dryer, community_swimming_pool, two_or_more_stories, garage_1_or_more, vaulted_ceiling, theater_room, gated_community, clubhouse, park, trails, views, security, shopping",
521,2007.0,763.0,741.0,1.0,1.0,3.0,288000.0,286000.0,2023-06-02T20:14:23Z,2023-08-01,30308,Atlanta,-84.388194,33.765134,GA,condos,"central_air, city_view, community_clubhouse, community_security_features, dishwasher, energy_efficient, hardwood_floors, laundry_room, recreation_facilities, view, two_or_more_stories, garage_1_or_more",
522,1920.0,1586.0,1568.0,2.0,2.0,1.0,399000.0,399000.0,2023-05-11T16:55:46Z,2023-08-01,30303,Atlanta,-84.390164,33.757128,GA,condos,"central_air, central_heat, city_view, community_security_features, den_or_office, dishwasher, hardwood_floors, laundry_room, view, washer_dryer, single_story, updated_kitchen, open_floor_plan, floor_plan, solar_system, rental_property, solar_panels, park, hoa",
523,1959.0,1400.0,13939.0,4.0,3.0,2.0,240000.0,236500.0,2023-05-30T19:42:20Z,2023-08-01,30344,Atlanta,-84.480942,33.679661,GA,single_family,"carport, central_air, community_outdoor_space, community_security_features, fireplace, forced_air, hardwood_floors, laundry_room, basement, two_or_more_stories, rental_property",
524,1940.0,2179.0,7449.0,4.0,3.0,1.0,449990.0,430000.0,2023-05-17T17:42:42Z,2023-08-01,30311,Atlanta,-84.43689,33.714831,GA,single_family,"central_air, central_heat, community_outdoor_space, laundry_room, single_story, modern_kitchen, open_kitchen, ensuite",
525,2007.0,743.0,741.0,1.0,1.0,1.0,279000.0,275000.0,2023-06-02T23:57:57Z,2023-08-01,30308,Atlanta,-84.388194,33.765134,GA,condos,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, hardwood_floors, laundry_room, recreation_facilities, view, community_swimming_pool, single_story, updated_kitchen",
526,1996.0,6064.0,18295.0,5.0,5.0,2.0,2395000.0,2525000.0,2023-06-26T14:56:10Z,2023-08-01,30327,Atlanta,-84.414906,33.845801,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, den_or_office, dishwasher, energy_efficient, family_room, fireplace, forced_air, hardwood_floors, laundry_room, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, high_ceiling",
527,2006.0,800.0,802.0,1.0,1.0,1.0,305000.0,294000.0,2023-01-20T20:18:25Z,2023-08-01,30305,Atlanta,-84.381935,33.838796,GA,condos,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, laundry_room, recreation_facilities, view, washer_dryer, community_swimming_pool, single_story, high_ceiling, open_floor_plan, floor_plan, rental_property, shopping",
528,2006.0,2322.0,5223.0,4.0,3.0,2.0,309900.0,309000.0,2023-07-10T16:11:31Z,2023-08-01,30349,Atlanta,-84.52691,33.603144,GA,single_family,"central_air, central_heat, community_outdoor_space, dining_room, dishwasher, family_room, fireplace, laundry_room, two_or_more_stories, garage_1_or_more, garage_2_or_more, modern_kitchen, large_kitchen, open_kitchen, shopping",
529,,,21780.0,,0.0,,50000.0,53000.0,2023-07-03T01:02:37Z,2023-08-01,30316,Atlanta,-84.34554,33.699164,GA,land,,
530,1978.0,2502.0,17424.0,4.0,3.0,2.0,429900.0,403000.0,2023-07-19T14:20:14Z,2023-08-01,30338,Atlanta,-84.293402,33.93723,GA,single_family,"central_air, central_heat, city_view, laundry_room, view, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, no_hoa, rental_property, shopping",
531,1972.0,2080.0,17424.0,4.0,3.0,3.0,670000.0,670000.0,2023-05-31T17:34:15Z,2023-08-01,30340,Atlanta,-84.226181,33.886359,GA,single_family,"carport, central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, family_room, fireplace, hardwood_floors, laundry_room, recreation_facilities, river_view, view, water_view, two_or_more_stories, modern_kitchen, rental_property",
532,2002.0,755.0,754.0,1.0,1.0,1.0,300000.0,295000.0,2023-06-16T20:14:01Z,2023-08-01,30309,Atlanta,-84.381003,33.785743,GA,condos,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, recreation_facilities, view, washer_dryer, community_swimming_pool, single_story, garage_1_or_more, theater_room, shopping",
533,1985.0,831.0,828.0,1.0,1.0,1.0,199000.0,199000.0,2023-06-15T19:15:35Z,2023-08-01,30324,Atlanta,-84.357442,33.842095,GA,condos,"central_air, central_heat, community_clubhouse, community_gym, community_security_features, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, tennis_court, washer_dryer, community_swimming_pool, single_story, open_floor_plan, floor_plan, master_suite",
534,2009.0,916.0,871.0,1.0,1.0,1.0,399000.0,390000.0,2023-06-30T05:09:45Z,2023-08-01,30308,Atlanta,-84.38098,33.771641,GA,condos,"central_air, city_view, community_gym, community_outdoor_space, community_security_features, den_or_office, dishwasher, laundry_room, recreation_facilities, view, washer_dryer, community_swimming_pool, swimming_pool, single_story, garage_1_or_more, shopping",
535,2006.0,1233.0,1233.0,2.0,2.0,2.0,450000.0,450000.0,2023-06-10T05:56:58Z,2023-08-01,30305,Atlanta,-84.381935,33.838796,GA,condos,"central_air, central_heat, city_view, community_gym, community_outdoor_space, community_security_features, community_spa_or_hot_tub, dishwasher, hardwood_floors, laundry_room, recreation_facilities, tennis_court, view, washer_dryer, community_swimming_pool, swimming_pool, two_or_more_stories, garage_1_or_more, garage_2_or_more",
536,1928.0,924.0,4752.0,2.0,1.0,1.0,625000.0,625000.0,2023-06-21T16:35:34Z,2023-08-01,30307,Atlanta,-84.35082,33.760449,GA,single_family,"central_air, community_outdoor_space, community_security_features, dishwasher, family_room, fireplace, hardwood_floors, laundry_room, recreation_facilities, single_story, screen_porch",
537,1967.0,1827.0,1812.0,3.0,2.0,1.0,275000.0,288500.0,2023-07-06T16:53:12Z,2023-08-01,30328,Atlanta,-84.362189,33.955308,GA,condos,"central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, tennis_court, washer_dryer, community_swimming_pool, single_story, rental_property, ensuite, gated_community, security, shopping",
538,1964.0,1921.0,13068.0,3.0,3.0,2.0,1199000.0,1255000.0,2023-07-14T21:14:22Z,2023-08-01,30307,Atlanta,-84.332542,33.784309,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, energy_efficient, fireplace, hardwood_floors, laundry_room, washer_dryer, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, updated_kitchen, modern_kitchen, open_kitchen",
539,1951.0,1223.0,13068.0,3.0,2.0,1.0,439900.0,439900.0,2023-06-28T15:56:43Z,2023-08-01,30317,Atlanta,-84.285373,33.748448,GA,single_family,"central_air, community_golf, community_outdoor_space, dishwasher, golf_course_lot_or_frontage, golf_course_view, hardwood_floors, laundry_room, recreation_facilities, view, basement, single_story, big_yard, high_ceiling, vaulted_ceiling, master_bathroom, master_bedroom, new_roof",
540,1945.0,4561.0,29708.0,5.0,4.0,3.0,1875000.0,1650000.0,2023-04-18T00:42:36Z,2023-08-01,30306,Atlanta,-84.364247,33.788691,GA,single_family,"central_air, central_heat, city_view, community_outdoor_space, den_or_office, dishwasher, family_room, fireplace, game_room, hardwood_floors, laundry_room, recreation_facilities, river_view, view, washer_dryer, water_view, basement, two_or_more_stories, swimming_pool, basketball_court, private_backyard, high_ceiling, big_lot, basketball, baseball, shopping",
541,,,17990.0,,0.0,,30000.0,19999.0,2023-04-10T19:49:00Z,2023-08-01,30331,Atlanta,,,GA,land,,
542,2020.0,12041.0,65471.0,7.0,10.0,3.0,6795000.0,7000000.0,2023-06-21T16:35:34Z,2023-08-01,30342,Atlanta,-84.398033,33.870477,GA,single_family,"central_air, community_outdoor_space, community_security_features, community_tennis_court, den_or_office, dishwasher, family_room, fireplace, forced_air, game_room, hardwood_floors, laundry_room, recreation_facilities, community_swimming_pool, swimming_pool, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, garage_3_or_more, big_lot, ensuite, smart_homes, golf_course",
543,2001.0,4600.0,3115.0,5.0,5.0,2.0,1200000.0,1150000.0,2023-06-14T21:20:56Z,2023-08-01,30342,Atlanta,-84.372844,33.900678,GA,townhomes,"central_air, central_heat, community_outdoor_space, community_security_features, den_or_office, dishwasher, energy_efficient, fireplace, forced_air, hardwood_floors, laundry_room, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, screen_porch, library, gated_community, security, maintenance",
544,1965.0,3842.0,31485.0,5.0,4.0,2.0,1195000.0,1095000.0,2023-07-13T17:53:58Z,2023-08-01,30339,Atlanta,-84.463849,33.848052,GA,single_family,"central_air, community_outdoor_space, community_security_features, corner_lot, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, swimming_pool, two_or_more_stories, granite_kitchen, updated_kitchen, open_floor_plan, floor_plan",
545,1962.0,1064.0,653.0,2.0,2.0,2.0,250000.0,250000.0,2023-06-08T12:11:50Z,2023-08-01,30306,Atlanta,-84.337653,33.803228,GA,condos,"central_air, community_outdoor_space, community_security_features, dining_room, dishwasher, energy_efficient, family_room, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, community_swimming_pool, two_or_more_stories, shopping",
546,1955.0,1049.0,6151.0,3.0,2.0,1.0,349900.0,355000.0,2023-07-07T15:52:09Z,2023-08-01,30314,Atlanta,-84.436787,33.763013,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, basement, single_story, park, shopping",
547,2014.0,2827.0,5663.0,5.0,5.0,3.0,585000.0,600000.0,2023-06-15T19:15:35Z,2023-07-31,30318,Atlanta,-84.480575,33.811948,GA,single_family,"central_air, central_heat, community_clubhouse, community_gym, community_outdoor_space, community_tennis_court, dishwasher, energy_efficient, family_room, fireplace, hardwood_floors, laundry_room, recreation_facilities, tennis_court, community_swimming_pool, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, granite_kitchen, big_yard, fenced_yard, floor_plan, media_room, ensuite, clubhouse, playground, tennis, shopping",
548,1984.0,1776.0,5968.0,2.0,3.0,2.0,389999.0,389999.0,2023-06-22T15:02:16Z,2023-07-31,30350,Atlanta,-84.340778,34.000201,GA,townhomes,"carport, central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, family_room, fireplace, hardwood_floors, laundry_room, two_or_more_stories, granite_kitchen, fenced_yard, vaulted_ceiling, ensuite, clubhouse, hoa",
549,2021.0,1973.0,1742.0,3.0,4.0,3.0,539000.0,535000.0,2023-05-15T16:20:58Z,2023-07-31,30339,Atlanta,-84.482887,33.846174,GA,single_family,"central_air, central_heat, city_view, community_outdoor_space, community_security_features, cul_de_sac, dishwasher, family_room, hardwood_floors, laundry_room, view, two_or_more_stories, garage_1_or_more, garage_2_or_more, high_ceiling, trails, shopping",
550,1997.0,715.0,,1.0,1.0,1.0,279900.0,272000.0,2023-05-04T17:44:35Z,2023-07-31,30309,Atlanta,-84.381981,33.780614,GA,condos,"central_air, central_heat, community_security_features, dishwasher, family_room, laundry_room, recreation_facilities, swimming_pool, single_story, updated_kitchen, gated_community, security, shopping",
551,1980.0,566.0,,0.0,1.0,1.0,169900.0,162000.0,2023-07-17T21:39:01Z,2023-07-31,30312,Atlanta,-84.375376,33.763419,GA,condos,"city_view, community_clubhouse, community_gym, community_security_features, den_or_office, dishwasher, laundry_room, recreation_facilities, view, community_swimming_pool, single_story",
552,2009.0,4266.0,13068.0,5.0,7.0,2.0,1285000.0,1325000.0,2023-06-22T12:52:54Z,2023-07-31,30345,Atlanta,-84.29472,33.849107,GA,single_family,"central_air, community_outdoor_space, community_security_features, den_or_office, dishwasher, family_room, fireplace, forced_air, game_room, hardwood_floors, laundry_room, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, gourmet_kitchen, vaulted_ceiling, ensuite, playground, tennis, soccer, baseball, medicalcare",
553,2005.0,1986.0,1394.0,2.0,3.0,3.0,579900.0,579900.0,2023-07-07T15:52:09Z,2023-07-31,30318,Atlanta,-84.429724,33.792078,GA,townhomes,"central_air, central_heat, city_view, community_clubhouse, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, recreation_facilities, view, community_swimming_pool, two_or_more_stories, garage_1_or_more, garage_2_or_more, big_lot, ensuite, water_view, clubhouse, park, trails",
554,1973.0,810.0,2614.0,1.0,1.0,1.0,200000.0,222000.0,2023-07-13T14:12:08Z,2023-07-31,30339,Atlanta,-84.459201,33.871316,GA,condos,"central_air, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, recreation_facilities, river_view, view, washer_dryer, water_view, community_swimming_pool, single_story, tennis_court, clubhouse, park, tennis, trails, shopping",
555,1925.0,,5001.0,,,1.0,280000.0,276000.0,2023-07-13T18:52:41Z,2023-07-31,30310,Atlanta,-84.404229,33.725318,GA,multi_family,"central_air, central_heat, forced_air, single_story, rental_property",
556,1968.0,950.0,10380.0,3.0,2.0,1.0,170000.0,155000.0,2023-06-23T21:07:56Z,2023-07-31,30354,Atlanta,-84.395797,33.668415,GA,single_family,"carport, central_air, central_heat, city_view, community_outdoor_space, dining_room, hardwood_floors, laundry_room, view, single_story, big_yard, master_bedroom, floor_plan, ensuite, fixer_upper",
557,2005.0,816.0,,1.0,1.0,1.0,290900.0,283000.0,2023-06-15T18:24:48Z,2023-07-31,30363,Atlanta,-84.398068,33.791622,GA,condos,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, hill_or_mountain_view, laundry_room, recreation_facilities, tennis_court, view, washer_dryer, single_story, garage_1_or_more, open_floor_plan, floor_plan, views, shopping",
558,2004.0,2500.0,13111.0,6.0,,2.0,535000.0,551000.0,2023-07-08T14:44:38Z,2023-07-31,30318,Atlanta,-84.454473,33.78056,GA,multi_family,"carport, central_air, central_heat, forced_air, hardwood_floors, two_or_more_stories",
559,1948.0,1696.0,14802.0,3.0,2.0,2.0,675000.0,690000.0,2023-07-10T07:25:05Z,2023-07-31,30318,Atlanta,-84.414824,33.814643,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, community_tennis_court, den_or_office, dishwasher, energy_efficient, fireplace, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, basement, two_or_more_stories, modern_kitchen, open_kitchen, fenced_yard, golf_course, tennis, shopping",
560,2009.0,1256.0,1263.0,2.0,2.0,1.0,469000.0,465000.0,2023-06-10T18:59:31Z,2023-07-31,30318,Atlanta,-84.411976,33.785495,GA,condos,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, recreation_facilities, view, washer_dryer, community_swimming_pool, single_story, garage_1_or_more, modern_kitchen, white_kitchen, floor_plan, guest_parking",
561,2007.0,1794.0,1795.0,2.0,3.0,1.0,775000.0,745000.0,2023-06-27T21:52:34Z,2023-07-31,30305,Atlanta,-84.385429,33.830968,GA,condos,"central_air, city_view, community_gym, community_outdoor_space, community_security_features, community_tennis_court, den_or_office, dishwasher, forced_air, hardwood_floors, laundry_room, recreation_facilities, tennis_court, view, community_swimming_pool, single_story, floor_plan, library, ensuite, clubhouse, tennis, views, shopping",
562,1991.0,1566.0,1568.0,3.0,2.0,1.0,325000.0,335000.0,2023-07-11T17:59:01Z,2023-07-31,30327,Atlanta,-84.448037,33.863193,GA,condos,"central_air, central_heat, community_clubhouse, community_gym, community_outdoor_space, community_security_features, dishwasher, fireplace, hardwood_floors, laundry_room, recreation_facilities, tennis_court, community_swimming_pool, single_story, garage_1_or_more, garage_2_or_more, updated_kitchen, open_floor_plan, floor_plan, water_view, clubhouse, trails, views, groundscare, shopping",
563,1955.0,984.0,9148.0,3.0,1.0,1.0,169900.0,166000.0,2023-05-16T19:45:05Z,2023-07-31,30314,Atlanta,-84.451847,33.751643,GA,single_family,"carport, central_air, dishwasher, family_room, forced_air, laundry_room, single_story, private_backyard, farm, ranch",
564,2006.0,1061.0,,2.0,2.0,1.0,340000.0,340000.0,2023-07-05T21:16:47Z,2023-07-31,30324,Atlanta,-84.362603,33.821423,GA,condos,"central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, recreation_facilities, tennis_court, view, community_swimming_pool, single_story, garage_1_or_more, garage_2_or_more, big_bathroom, open_floor_plan, floor_plan",
565,2004.0,3128.0,19262.0,3.0,4.0,2.0,449900.0,449900.0,2023-05-23T16:08:26Z,2023-07-31,30311,Atlanta,-84.480105,33.736354,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, fireplace, hardwood_floors, laundry_room, washer_dryer, two_or_more_stories, garage_1_or_more, garage_2_or_more, big_yard, master_bathroom, farm, ranch, shopping",
566,2000.0,1206.0,,2.0,3.0,2.0,315000.0,318000.0,2023-04-27T19:05:49Z,2023-07-31,30318,Atlanta,-84.416502,33.796479,GA,townhomes,"central_air, city_view, community_outdoor_space, community_security_features, dishwasher, fireplace, hardwood_floors, laundry_room, recreation_facilities, view, two_or_more_stories, guest_parking, ensuite, gated_community, security, shopping",
567,2002.0,1432.0,7018.0,3.0,3.0,2.0,450000.0,499000.0,2023-07-12T15:11:22Z,2023-07-31,30318,Atlanta,-84.47492,33.814041,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, two_or_more_stories, garage_1_or_more, fenced_yard, open_floor_plan, floor_plan, front_porch, park, trails, groundscare, shopping",
568,1945.0,928.0,9701.0,3.0,1.0,2.0,215000.0,207000.0,2023-07-06T18:33:59Z,2023-07-31,30314,Atlanta,-84.440519,33.758213,GA,single_family,"central_air, central_heat, city_view, dishwasher, fireplace, laundry_room, view, basement, two_or_more_stories, park, lake",
569,2002.0,800.0,784.0,1.0,1.0,1.0,307000.0,322000.0,2023-06-15T19:15:35Z,2023-07-31,30308,Atlanta,-84.388057,33.777806,GA,condos,"central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, laundry_room, view, washer_dryer, single_story, garage_1_or_more, open_floor_plan, floor_plan, guest_parking, shopping",
570,2002.0,1678.0,,2.0,2.0,1.0,475000.0,475000.0,2023-06-16T18:16:32Z,2023-07-31,30313,Atlanta,-84.395063,33.761549,GA,condos,"central_air, central_heat, city_view, community_gym, community_outdoor_space, community_security_features, dishwasher, forced_air, hardwood_floors, laundry_room, recreation_facilities, view, community_swimming_pool, single_story, garage_1_or_more, garage_2_or_more, open_floor_plan, floor_plan, efficient, farm, views, hoa",
571,1961.0,2400.0,22433.0,4.0,3.0,2.0,389900.0,390000.0,2023-07-07T18:27:53Z,2023-07-31,30331,Atlanta,-84.504379,33.694436,GA,single_family,"central_air, central_heat, community_outdoor_space, den_or_office, dishwasher, game_room, hardwood_floors, laundry_room, view, water_view, basement, two_or_more_stories, swimming_pool, gourmet_kitchen, ensuite, groundscare",
572,2008.0,2917.0,9461.0,5.0,3.0,2.0,369990.0,375000.0,2023-06-27T02:26:38Z,2023-07-31,30349,Atlanta,-84.637436,33.673287,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, den_or_office, dishwasher, family_room, fireplace, forced_air, laundry_room, two_or_more_stories, garage_1_or_more, garage_2_or_more, vaulted_ceiling, tennis_court, furniture, tennis, trails",
573,2006.0,2328.0,871.0,3.0,4.0,3.0,490000.0,495000.0,2023-05-16T14:03:11Z,2023-07-31,30339,Atlanta,-84.471694,33.871953,GA,townhomes,"community_outdoor_space, community_security_features, dining_room, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, dual_master_bedroom, master_bedroom, rental_property, ensuite, trails, shopping",
574,1981.0,1700.0,1699.0,3.0,3.0,2.0,550000.0,550000.0,2023-06-30T14:54:44Z,2023-07-31,30327,Atlanta,-84.424664,33.840398,GA,condos,"central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, two_or_more_stories, shopping",
575,1930.0,3193.0,7501.0,4.0,3.0,2.0,1725000.0,1675000.0,2023-06-02T15:04:21Z,2023-07-31,30306,Atlanta,-84.353842,33.795972,GA,single_family,"central_air, city_view, community_outdoor_space, community_security_features, dishwasher, energy_efficient, family_room, fireplace, hardwood_floors, laundry_room, view, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, modern_kitchen, open_kitchen, big_yard, park, shopping",
576,2002.0,1365.0,4356.0,3.0,3.0,2.0,525000.0,525000.0,2023-07-12T16:49:20Z,2023-07-31,30307,Atlanta,-84.34057,33.755638,GA,single_family,"central_air, central_heat, community_outdoor_space, community_security_features, dishwasher, forced_air, hardwood_floors, laundry_room, two_or_more_stories, granite_kitchen, front_porch, ensuite, shopping",
577,2003.0,1104.0,1102.0,1.0,1.0,1.0,300000.0,300000.0,2023-07-11T21:49:34Z,2023-07-31,30313,Atlanta,-84.391662,33.762584,GA,condos,"central_air, central_heat, city_view, community_clubhouse, community_gym, community_outdoor_space, dishwasher, hardwood_floors, laundry_room, recreation_facilities, tennis_court, view, community_swimming_pool, single_story, garage_1_or_more, big_bathroom, master_bedroom, farm, clubhouse",
578,,,12850.0,,0.0,,69000.0,68000.0,2023-06-05T18:17:57Z,2023-07-31,30315,Atlanta,-84.355783,33.713138,GA,land,,
579,,,34848.0,,0.0,,69900.0,51000.0,2023-04-21T18:34:31Z,2023-07-31,30331,Atlanta,,,GA,land,lake,
580,2007.0,1594.0,11979.0,4.0,4.0,2.0,399000.0,250000.0,2023-04-19T18:46:06Z,2023-07-31,30318,Atlanta,-84.41617,33.771518,GA,single_family,"city_view, corner_lot, den_or_office, family_room, fireplace, laundry_room, recreation_facilities, view, two_or_more_stories",
581,2005.0,1550.0,18034.0,3.0,2.0,1.0,279000.0,280000.0,2023-05-24T15:09:14Z,2023-07-31,30349,Atlanta,-84.55374,33.629012,GA,single_family,"community_outdoor_space, dishwasher, family_room, fireplace, laundry_room, single_story, garage_1_or_more, garage_2_or_more, farm, ranch",
582,1935.0,2707.0,15233.0,5.0,4.0,2.0,929900.0,902500.0,2023-04-28T20:06:19Z,2023-07-31,30324,Atlanta,-84.366703,33.799976,GA,single_family,"central_air, community_outdoor_space, dishwasher, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, shopping",
583,1997.0,1693.0,,2.0,3.0,1.0,595000.0,575000.0,2023-06-15T20:23:33Z,2023-07-31,30309,Atlanta,-84.393387,33.814338,GA,condos,"central_air, community_clubhouse, community_gym, community_outdoor_space, community_security_features, den_or_office, dishwasher, fireplace, forced_air, laundry_room, recreation_facilities, tennis_court, washer_dryer, single_story, garage_1_or_more, garage_2_or_more, community_swimming_pool, high_ceiling, ensuite, gated_community, golf_course, tennis, security, medicalcare, shopping",
584,1930.0,,4356.0,,,2.0,875000.0,845000.0,2023-06-09T18:14:24Z,2023-07-31,30307,Atlanta,-84.348411,33.767598,GA,multi_family,"central_air, hardwood_floors, recreation_facilities, two_or_more_stories, floor_plan, rental_property, ensuite",
585,2005.0,677.0,653.0,1.0,1.0,1.0,315000.0,310000.0,2023-04-20T01:40:57Z,2023-07-31,30308,Atlanta,-84.385477,33.77844,GA,condos,"central_air, central_heat, city_view, community_gym, community_outdoor_space, community_security_features, dishwasher, energy_efficient, forced_air, hardwood_floors, laundry_room, recreation_facilities, view, washer_dryer, community_swimming_pool, single_story, open_floor_plan, floor_plan, furniture, views, shopping",
586,1951.0,1106.0,7405.0,2.0,1.0,2.0,225000.0,235000.0,2023-06-05T14:48:57Z,2023-07-31,30314,Atlanta,-84.428997,33.748732,GA,single_family,"hardwood_floors, laundry_room, view, water_view, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, big_yard, trails, fixer_upper",
587,,,34848.0,,0.0,,69900.0,51000.0,2023-04-21T20:21:31Z,2023-07-31,30331,Atlanta,-84.523798,33.680872,GA,land,lake,
588,1973.0,1060.0,1045.0,2.0,2.0,1.0,315000.0,315000.0,2023-07-06T00:36:35Z,2023-07-31,30324,Atlanta,-84.365673,33.794041,GA,condos,"central_air, community_outdoor_space, den_or_office, dishwasher, family_room, fireplace, forced_air, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, community_swimming_pool, swimming_pool, single_story, views",
589,2005.0,1326.0,653.0,3.0,4.0,3.0,375000.0,375000.0,2023-07-11T16:03:06Z,2023-07-31,30318,Atlanta,-84.442481,33.818794,GA,townhomes,"central_air, central_heat, city_view, community_outdoor_space, community_security_features, den_or_office, dishwasher, laundry_room, recreation_facilities, tennis_court, view, community_swimming_pool, two_or_more_stories, garage_1_or_more, vaulted_ceiling, front_porch, gated_community, park, views, security, shopping",
590,1958.0,1009.0,6987.0,3.0,1.0,1.0,189900.0,185000.0,2023-05-22T23:00:19Z,2023-07-31,30315,Atlanta,-84.398982,33.71122,GA,single_family,"community_outdoor_space, forced_air, laundry_room, single_story, trails, fixer_upper",
